id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count
5876,19674,19674,5054715,63,141004924,9780141004920,Tom Clancy,2003,The Teeth of the Tiger,"The Teeth of the Tiger (Jack Ryan Universe, #12)",eng,3.61,15746,17510,500
5877,61958,61958,3419,47,034541957X,9780345419580,Anne McCaffrey,1983,Moreta: Dragonlady Of Pern,"Moreta: Dragonlady of Pern (Pern, #7)",eng,3.97,21117,23083,348
5878,437885,437885,1385651,8,307960382,9780307960380,Diane Muldrow,1992,Frosty the Snowman (Little Golden Book),Frosty the Snowman (Frosty the Snowman),,4.34,17540,17593,31
5879,102957,102957,99260,12,1563894904,9781563894910,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999,Preacher: War in the Sun,"Preacher, Volume 6: War in the Sun",eng,4.34,16531,16794,206
5880,40158,40158,1124161,30,60841826,9780060841830,Megan Whalen Turner,2000,The Queen of Attolia,"The Queen of Attolia (The Queen's Thief, #2)",,4.23,23813,25299,2400
5881,16842,16842,1802690,63,816638624,9780816638630,Christopher Isherwood,1964,A Single Man,A Single Man,eng,4.11,14554,17537,1305
5882,13529055,13529055,18446960,48,1455502758,9781455502750,Christopher Hitchens,2012,Mortality,Mortality,eng,4.12,14248,16670,1665
5883,312050,312050,302969,21,439672465,9780439672470,Chris d'Lacey,2003,Icefire,"Icefire (The Last Dragon Chronicles, #2)",eng,3.9,19795,20348,576
5884,30831912,30831912,51396954,38,,,Neil Gaiman,2017,Norse Mythology,Norse Mythology,eng,4.12,22266,39250,5731
5885,49251,49251,235055,31,684848015,9780684848010,Stephen E. Ambrose,1997,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,,4.19,16322,16977,370
5886,107774,107774,1424362,49,671737821,9780671737820,Julie Garwood,1987,Honor's Splendour,Honor's Splendour,eng,4.22,21926,23453,672
5887,10757771,10757771,14816042,19,316175560,9780316175560,Kody Keplinger,2011,Shut Out,Shut Out,en-US,3.76,23723,24590,1737
5888,16102880,16102880,21913852,7,,,A. Meredith Walters,2012,,"Bad Rep (Bad Rep, #1)",en-GB,3.91,24287,24367,1179
5889,59813,59813,3037754,61,786286806,9780786286800,Nora Roberts,2006,Valley of Silence,"Valley of Silence (Circle Trilogy, #3)",en-GB,4.2,20800,23434,748
5890,207034,207034,969,24,440421241,9780440421240,Jeanne DuPrau,2006,The Prophet of Yonwood,"The Prophet of Yonwood (Book of Ember, #3)",en-US,3.25,22237,23844,2106
5891,20800147,20800147,40144215,34,178089015X,9781780890160,James Patterson,2014,Hope to Die,"Hope to Die (Alex Cross, #22)",eng,4.14,10005,17375,1498
5892,6294553,6294553,6478941,24,1439159661,9781439159670,"Kresley Cole, Gena Showalter",2009,Deep Kiss Of Winter ,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",en-US,4.23,23875,25634,897
5893,15944406,15944406,19206674,34,1416963987,9781416963980,"Holly Black, Eliza Wheeler",2013,Doll Bones,Doll Bones,eng,3.7,17414,19083,3242
5894,11057626,11057626,15978848,48,399158022,9780399158020,Patricia Cornwell,2011,Red Mist,"Red Mist (Kay Scarpetta, #19)",eng,3.75,16396,19298,1640
5895,11277218,11277218,8586623,42,385344015,9780385344010,Alan Bradley,2011,I Am Half-Sick of Shadows ,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",en-US,4.09,21288,24365,3049
5896,12881141,12881141,18034302,20,,,Kristen Ashley,2011,Wild Man,"Wild Man (Dream Man, #2)",en-GB,4.21,32541,35090,1994
5897,23129410,23129410,42677282,37,62351427,9780062351420,"Joseph Fink, Jeffrey Cranor",2015,Welcome to Night Vale,Welcome to Night Vale,eng,3.87,17781,20325,3345
5898,299384,299384,41398086,10,073642198X,9780736421980,"Michael Teitelbaum, Walt Disney Company",1986,,Sleeping Beauty: a Little Golden Book (Disney Princess),eng,4.32,16654,16856,80
5899,110385,9408584,846764,46,380815583,9780380815590,Julia Quinn,2001,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US,4.08,17402,28894,1548
5900,18304322,18304322,25795642,41,62327186,9780062327180,Julie   Murphy,2015,Dumplin',"Dumplin' (Dumplin', #1)",eng,3.87,22176,23876,4521
5901,23533039,23533039,43134689,24,356502422,9780356502430,Ann Leckie,2015,Ancillary Mercy,Ancillary Mercy (Imperial Radch #3),eng,4.2,12776,17808,1771
5902,8038219,8038219,12659235,2,373775814,9780373775810,Gena Showalter,2011,The Darkest Surrender,The Darkest Surrender  (Lords of the Underworld #8),eng,4.42,24515,25818,1010
5903,11563,11563,1230142,74,042518160X,9780425181610,Stephen King,1981,Danse Macabre,Danse Macabre,eng,3.62,18700,20784,571
5904,15762657,16057629,21464225,27,,2940014977680,Gina L. Maxwell,2012,Seducing Cinderella,"Seducing Cinderella (Fighting for Love, #1)",eng,3.94,21617,31426,1651
5905,28184,28184,802082,51,1400075718,9781400075710,Alexander McCall Smith,2006,Blue Shoes and Happiness ,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",eng,4.06,20246,21851,984
5906,104734,104734,1146102,68,1860499260,9781860499260,"Eve Ensler, Gloria Steinem",1996,The Vagina Monologues,The Vagina Monologues,,3.86,17935,21359,1455
5907,31244,31244,2888469,378,375761144,9780375761140,Charles Dickens,1865,Our Mutual Friend,Our Mutual Friend,eng,4.07,18599,20659,1102
5908,531262,531262,3115332,76,316926051,9780316926060,Evelyn Waugh,1934,A Handful of Dust,A Handful of Dust,en-US,3.92,17370,19093,907
5909,95608,95608,347981,27,842335722,9780842335720,Francine Rivers,1999,Leota's Garden,Leota's Garden,eng,4.07,15039,15989,657
5910,6532496,6532496,6724608,20,385524986,9780385524990,Barbara Delinsky,2009,Not My Daughter,Not My Daughter,,3.77,17109,17905,1147
5911,50618,50618,1779328,58,312990960,9780312990960,Paul Auster,2002,The Book of Illusions,The Book of Illusions,eng,3.89,13583,16362,899
5912,112756,112756,2746770,39,440242177,9780440242180,Karen Marie Moning,1999,To Tame a Highland Warrior,"To Tame a Highland Warrior (Highlander, #2)",eng,4.14,24710,27368,1120
5913,171020,171020,165142,19,316058254,9780316058250,Wendy Mass,2005,A Mango-Shaped Space,A Mango-Shaped Space,eng,4.22,20661,21859,2341
5914,41950,41950,1004492,64,752849522,9780752849520,Maeve Binchy,2002,Quentins,Quentins,,3.88,18150,19579,728
5915,304,304,313957,243,037576013X,9780375760140,"George Eliot, Edmund White",1876,Daniel Deronda,Daniel Deronda,eng,3.82,17723,19145,728
5916,27161845,27161845,47201116,21,316375144,9780316375150,Elin Hilderbrand,2016,,Here's to Us,eng,3.73,14840,18473,1568
5917,7203690,7203690,7905321,35,373774524,9780373774520,Susan Mallery,2010,Chasing Perfect,"Chasing Perfect (Fool's Gold, #1)",eng,3.89,18437,19533,740
5918,97632,97632,908288,44,1401360238,9781401360240,Plum Sykes,2006,The Debutante Divorcée,The Debutante Divorcee,en-US,3.46,15030,15548,435
5919,265205,265205,19119097,183,310919797,9780310919800,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,,Life Application Study Bible: NIV,eng,4.67,13614,14774,270
5920,39028,39028,1383312,69,446580287,9780446580280,"Douglas Preston, Lincoln Child",2007,"The Wheel of Darkness (Pendergast, #8)","The Wheel of Darkness (Pendergast, #8)",en-US,3.92,18413,20399,1011
5921,25733990,25733990,42721200,41,1101886692,9781101886690,Sylvain Neuvel,2016,Sleeping Giants,"Sleeping Giants (Themis Files, #1)",eng,3.84,19371,24115,4369
5922,15795628,15795628,21517875,16,1609074602,9781609074610,Julianne Donaldson,2013,Blackmoore,Blackmoore,eng,4.17,17497,18619,3667
5923,47720,47720,460092,22,140120113X,9781401201140,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights,The Sandman: Endless Nights,eng,4.34,20416,21560,609
5924,202292,202292,1924825,33,99435136,9780099435140,Olivia Goldsmith,1992,The First Wives Club,The First Wives Club,eng,3.87,17219,17754,256
5925,250729,250729,3050927,55,755308441,9780755308450,Maggie O'Farrell,2006,The Vanishing Act of Esme Lennox,The Vanishing Act of Esme Lennox,eng,3.82,16675,20131,3061
5926,550720,25584847,134485,66,1594482306,9781594482300,Sarah Waters,2006,The Night Watch,The Night Watch,en-US,3.67,13798,18625,1544
5927,21853645,21853645,41125534,34,1250034515,9781250034520,Jeffrey Archer,2015,Mightier Than the Sword,"Mightier Than the Sword (The Clifton Chronicles, #5)",eng,4.09,10257,16529,1378
5928,31331,31331,2926090,49,99460173,9780099460180,Anne Rice,2003,Blood Canticle,"Blood Canticle (The Vampire Chronicles, #10)",en-GB,3.71,17359,19549,437
5929,13060,13060,1096451,34,307262995,9780307263000,Carl Hiaasen,2006,Nature Girl,Nature Girl,eng,3.61,17216,18373,1565
5930,11553,11553,16685995,36,671743058,9780671743060,Robert McCammon,1991,Boy's Life,Boy's Life,eng,4.32,15752,18250,1818
5931,20563,20563,21503633,390,375759018,9780375759020,"George Eliot, Joanna Trollope, Hugh Osborne",1859,Adam Bede,Adam Bede,,3.77,17777,19423,659
5932,16235,16235,2483404,38,038548951X,9780385489520,Chitra Banerjee Divakaruni,1997,Sister of My Heart,Sister of My Heart,eng,3.97,14434,15352,1261
5933,3181564,3181564,3214322,5,312427808,9780312427800,"Yōko Ogawa, Stephen Snyder",2003,博士の愛した数式 ,The Housekeeper and the Professor,eng,3.94,16865,19780,3382
5934,102525,102525,98851,56,044900063X,9780449000630,Sue Grafton,1991,H is for Homicide,"H is for Homicide (Kinsey Millhone, #8)",eng,3.89,21635,23987,598
5935,221059,221059,820439,29,1596911050,9781596911060,Douglas Coupland,2006,JPod,JPod,en-US,3.7,13347,15307,923
5936,32437,32437,1125107,49,553584480,9780553584490,Dean Koontz,2003,The Face,The Face,eng,3.69,17267,18266,586
5937,2714607,2714607,2740153,55,1594201927,9781594201930,Niall Ferguson,2007,The Ascent of Money: A Financial History of the World,The Ascent of Money: A Financial History of the World,en-US,3.88,15286,16909,1115
5938,20697471,20697471,40017077,12,804140413,9780804140420,Jim Gaffigan,2014,Food: A Love Story,Food: A Love Story,eng,3.69,16304,17998,2636
5939,18079527,18079527,25386818,30,670012092,9780670012090,Laurie Halse Anderson,2014,The Impossible Knife of Memory,The Impossible Knife of Memory,eng,3.93,20992,22227,3246
5940,19164,19164,2377265,385,195087453,9780195087450,"Dante Alighieri, Robert M. Durling",1320,Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita,4.01,13740,17533,511
5941,7277715,7277715,8444052,46,446564087,9780446564080,David Baldacci,2010,Deliver Us From Evil,"Deliver Us from Evil (A. Shaw, #2)",en-US,3.98,15947,18990,1128
5942,13586743,13586743,19174091,28,525952365,9780525952370,Jonathan Tropper,2009,One Last Thing Before I Go,One Last Thing Before I Go,,3.75,13763,15950,1931
5943,6609549,6609549,6803515,10,1423116186,9781423116190,"Julie Anne Peters, C.J. Bott",2009,"By The Time You Read This, I'll Be Dead","By the Time You Read This, I'll Be Dead",,3.89,18722,19562,1723
5944,15801668,15801668,21525054,16,1451617526,9781451617530,Denise Kiernan,2013,,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,eng,3.66,15644,17672,2507
5945,21340,21340,22531,41,739317148,9780739317140,"Dean Koontz, Ed Gorman, John Bedford Lloyd",2005,Dean Koontz's Frankenstein: City of Night ,"City of Night (Dean Koontz's Frankenstein, #2)",,3.97,15838,18580,732
5946,215540,215540,738489,28,1416914234,9781416914240,D.J. MacHale,2005,The Quillan Games,"The Quillan Games (Pendragon, #7)",eng,4.19,18296,18876,329
5947,6820,6820,1439,41,812966929,9780812966920,David Mitchell,2001,number9dream,number9dream,,3.92,13726,16451,1285
5948,3384,3384,81401,33,60987324,9780060987330,Douglas Coupland,1998,Girlfriend in a Coma,Girlfriend in a Coma,eng,3.61,14576,16315,733
5949,92227,92227,9813320,26,613096487,9780613096480,Stephen King,1996,"The Green Mile, Part 1: The Two Dead Girls","The Green Mile, Part 1: The Two Dead Girls",eng,4.49,21917,22949,278
5950,16200,16200,2454636,21,385722435,9780385722440,Mark Dunn,2001,Ella Minnow Pea: A Novel in Letters,Ella Minnow Pea: A Novel in Letters,eng,3.84,19819,21735,4157
5951,938544,938544,3898730,27,765310082,9780765310090,Steven Erikson,2008,Toll the Hounds,"Toll the Hounds (The Malazan Book of the Fallen, #8)",en-US,4.33,15942,18457,540
5952,1430213,1430213,2388035,61,593057775,9780593057770,Tess Gerritsen,2007,The Bone Garden,The Bone Garden ,eng,4.02,16883,20042,1708
5953,994156,994156,1490823,11,979962570X,9789799625700,Dee Lestari,2001,"Supernova: Ksatria, Puteri, dan Bintang Jatuh","Supernova: Ksatria, Puteri, dan Bintang Jatuh",ind,3.83,10344,11445,1190
5954,23019294,23019294,42563937,23,62363239,9780062363240,Paul Tremblay,2015,A Head Full of Ghosts,A Head Full of Ghosts,eng,3.82,14101,17843,2933
5955,22889767,22889767,40771666,37,385348614,9780385348610,Gretchen Rubin,2015,Better Than Before: Mastering the Habits of Our Everyday Lives,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB,3.81,16550,18727,2163
5956,18210706,16078584,21875874,21,756409608,9780756409610,Ben Aaronovitch,2013,Broken Homes,"Broken Homes (Peter Grant, #4)",eng,4.16,10958,20466,1716
5957,169959,169959,43289,34,553563734,9780553563730,Raymond E. Feist,1992,The King's Buccaneer,"The King's Buccaneer (Krondor's Sons, #2)",en-US,3.99,17084,18177,165
5958,16248114,16248114,16406269,75,62105620,9780062105620,"Isabel Allende, Anne McLean",2011,El cuaderno de Maya,Maya's Notebook,eng,3.8,12529,17540,2095
5959,6609764,6609764,6803731,17,60760885,9780060760880,Rita Williams-Garcia,2010,One Crazy Summer,"One Crazy Summer (Gaither Sisters, #1)",eng,3.95,18913,20219,2862
5960,7011403,7011403,21457174,26,61931411,9780061931410,Robin Hobb,2010,Dragon Haven,"Dragon Haven (Rain Wild Chronicles, #2)",en-US,4.06,15807,19418,818
5961,18035,9850375,2168123,207,140690483X,9781406904830,P.G. Wodehouse,1934,"Right Ho, Jeeves","Right Ho, Jeeves (Jeeves, #6)",eng,4.31,8234,18665,1147
5962,3359940,3359940,3399145,34,316113670,9780316113670,"Pseudonymous Bosch, Gilbert Ford",2008,"If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US,4.23,18310,19942,878
5963,296942,296942,1462397,35,60744545,9780060744540,Erin Hunter,2005,Moonrise,"Moonrise (Warriors: The New Prophecy, #2)",en-US,4.31,21311,22182,532
5964,1316382,1316382,2054515,17,1590388127,9781590388130,Jason F. Wright,2007,The Wednesday Letters,The Wednesday Letters,en-US,3.61,16776,17972,3640
5965,6371117,6371117,6558709,28,1595142525,9781595142530,"Lili St. Crow, Lilith Saintcrow",2009,Betrayals,"Betrayals (Strange Angels, #2)",en-US,4.08,24309,24859,805
5966,13134,13134,1814838,1,316014508,9780316014500,"James Patterson, Howard Roughan",2007,You've Been Warned,You've Been Warned,eng,3.52,16311,17796,1583
5967,444347,444347,3280795,49,439372941,9780439372950,"Blue Balliett, Brett Helquist",2004,Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US,3.71,22167,23528,2032
5968,53834,53834,1370865,39,031021923X,9780310219230,Philip Yancey,1995,The Jesus I Never Knew,The Jesus I Never Knew,en-US,4.18,14955,15917,488
5969,80630,80630,1383713,56,743454162,9780743454160,Greg Iles,2005,Turning Angel,Turning Angel,eng,4.11,15669,17992,1076
5970,7743783,7743783,10561678,19,,,Alice Clayton,2010,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng,4.04,24859,26971,2194
5971,7905977,7905977,11169086,15,545175305,9780545175300,"Dav Pilkey, George Beard, Harold Hutchins",2010,,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US,4.13,14512,15210,303
5972,20413,20413,3077944,424,689823827,9780689823820,"Robert Louis Stevenson, Tasha Tudor",1885,A Child's Garden of Verses,A Child's Garden of Verses,eng,4.3,20354,21600,454
5973,9914,9914,1308950,21,330339184,9780330339190,Bret Easton Ellis,1994,The Informers,The Informers,en-GB,3.39,12898,14674,477
5974,22054340,22054340,41381963,10,62351206,9780062351200,Kiera Cass,2014,The Queen,"The Queen (The Selection, #0.4)",eng,3.93,22362,24726,1858
5975,7202829,7202829,7897971,40,61784788,9780061784780,James Rollins,2010,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng,4.17,16101,18589,1026
5976,7469664,7469664,9554419,24,1607062542,9781607062550,"Robert Kirkman, Charlie Adlard",2010,The Walking Dead Volume 12,"The Walking Dead, Vol. 12: Life Among Them",eng,4.34,16558,17155,472
5977,20587777,20587777,36430665,20,307700313,9780307700320,Jane Smiley,2014,Some Luck,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng,3.61,12644,15268,2319
5978,72657,72657,915602,59,826412769,9780826412770,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968,Pedagogia do Oprimido,Pedagogy of the Oppressed,eng,4.25,16401,17491,939
5979,17262540,17262540,23859346,7,1594746370,9781594746380,Ian Doescher,2013,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng,3.94,14806,15312,1966
5980,26085,26085,530148,19,1401204589,9781401204590,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,Identity Crisis,Identity Crisis,eng,4.03,16744,17429,588
5981,10866624,10866624,15781826,18,375870415,9780375870420,Sarah Rees Brennan,2012,Unspoken,"Unspoken (The Lynburn Legacy, #1)",eng,3.85,22927,24419,3363
5982,112520,112520,1907786,56,2290032042,9782290032050,"Arthur C. Clarke, Gentry Lee",1989,Rama II,"Rama II (Rama, #2)",fre,3.66,15350,17781,475
5983,28859,28859,2338253,119,186046095X,9781860460950,José Saramago,1991,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng,4.26,11301,16608,953
5984,13477819,13477819,19008874,44,316123080,9780316123080,"Lemony Snicket, Seth",2012,"""Who Could That Be at This Hour?""","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US,3.83,17497,18961,2123
5985,11765920,11765920,13535869,19,61797057,9780061797060,Kelley Armstrong,2012,The Calling,"The Calling (Darkness Rising, #2)",eng,4.1,25930,27424,1731
5986,10450750,10450750,17450242,5,159582748X,9781595827490,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011,Avatar The Last Airbender: The Lost Adventures,Avatar: The Last Airbender: The Lost Adventures,en-US,4.41,14288,14401,302
5987,18819296,18819296,23861901,15,,,Catherine McKenzie,2013,Hidden,Hidden,eng,3.44,13574,14647,1277
5988,7911,7911,1167387,175,1416916172,9781416916180,Margaret Sidney,1881,Five Little Peppers and How They Grew,Five Little Peppers and How They Grew,eng,4.03,19780,20644,427
5989,3697927,3697927,3741438,10,1599903229,9781599903220,Jessica Day George,2009,Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng,3.92,26804,28183,3319
5990,8239301,8239301,13086736,11,,9789770928290,"Radwa Ashour, رضوى عاشور",2010,الطنطورية ,الطنطورية,ara,4.32,13931,15595,3008
5991,334818,334818,929936,31,140505393,9780140505400,Barbara Cooney,1981,Miss Rumphius,Miss Rumphius,eng,4.45,20403,20913,745
5992,762563,762563,81719,30,20306652,9780020306660,Jim Bouton,1970,Ball Four,Ball Four,eng,3.99,12805,13853,573
5993,21329,21329,1138856,17,140120256X,9781401202570,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng,4.15,24730,25171,791
5994,56899,56899,2199572,51,9580469717,9789580469710,Carlos Fuentes,1962,Aura,Aura,eng,3.8,11788,14991,1032
5995,31312,31312,31603,41,006074104X,9780060741040,Harriet Lerner,1985,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US,4.02,14640,15280,481
5996,900892,900892,886073,49,393325350,9780393325360,Burton G. Malkiel,1973,,A Random Walk Down Wall Street,eng,4.05,12774,15068,537
5997,7129588,7129588,7039736,14,1439178232,9781439178230,Jennifer Echols,2010,Forget You,Forget You,eng,3.79,24334,24795,1311
5998,16152943,16152943,21990534,10,098870742X,9780988707400,Kelly Elliott,2012,,"Wanted (Wanted, #1)",en-US,3.98,22039,25987,1781
5999,21796,21796,1098285,28,330247042,9780330247050,William Goldman,1974,Marathon Man,Marathon Man,eng,4.11,15659,16439,323
6000,3870943,3870943,3916135,16,1607515423,9781607515420,Julie Klassen,2008,The Apothecary's Daughter,The Apothecary's Daughter,eng,3.79,15782,19946,1916
6001,16047244,16047244,21826887,10,,,Michelle A. Valentine,2012,Rock the Heart,"Rock the Heart (Black Falcon, #1)",eng,4.01,28776,29249,1464
6002,76659,76659,2436148,19,345313151,9780345313160,Piers Anthony,1984,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US,3.94,18817,19335,407
6003,65217,65217,63267,15,698113578,9780698113570,"Claire Huchet Bishop, Kurt Wiese",1938,The Five Chinese Brothers,The Five Chinese Brothers,eng,4.18,20189,20504,334
6004,9712492,9712492,14601010,18,615417175,9780615417170,Jamie McGuire,2010,Providence,"Providence (Providence, #1)",eng,4,23568,25209,1786
6005,15447,15447,2553145,28,345418506,9780345418500,Piers Anthony,1979,"The Source of Magic (Xanth, #2)","The Source of Magic (Xanth, #2)",,3.86,19149,20720,321
6006,94804,94804,1231869,37,64440583,9780064440580,Arnold Lobel,1979,Days with Frog and Toad,"Days with Frog and Toad (Frog and Toad, #4)",eng,4.24,15912,16446,218
6007,40470,40470,3049974,53,679747192,9780679747190,Cormac McCarthy,1996,Cities of the Plain ,"Cities of the Plain (The Border Trilogy, #3)",,4.07,14638,15701,898
6008,9305362,9305362,14188292,29,,,C.S. Pacat,2015,Captive Prince,"Captive Prince (Captive Prince, #1)",eng,3.98,23580,28810,3900
6009,40159,40159,847545,23,006083577X,9780060835770,Megan Whalen Turner,2006,The King of Attolia,"The King of Attolia (The Queen's Thief, #3)",eng,4.37,22724,24349,2029
6010,953260,953260,2907344,31,786854448,9780786854450,"Ridley Pearson, David Frankland",2004,The Kingdom Keepers,"Disney after Dark (Kingdom Keepers, #1)",,3.91,18193,20906,2224
6011,5548,5548,54737,53,393320928,9780393320920,Richard Feynman,1988,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng,4.28,14948,16457,638
6012,7146335,7146335,7410973,34,241141826,9780241141820,Paul Murray,2010,Skippy Dies,Skippy Dies,eng,3.72,14619,17350,2246
6013,77735,77735,1755248,31,671721720,9780671721720,David Weber,1993,The Honor of the Queen,"The Honor of the Queen (Honor Harrington, #2)",,4.21,17274,20256,525
6014,805023,805023,2702382,46,671729462,9780671729460,V.C. Andrews,1982,My Sweet Audrina,"My Sweet Audrina (Audrina, #1)",,3.92,18549,19602,844
6015,22027459,25843453,41346452,25,,,A.G. Riddle,2014,The Atlantis World,"The Atlantis World (The Origin Mystery, #3)",eng,3.93,9240,16826,792
6016,8635145,8635145,13505950,30,,9780734411850,Jessica Shirvington,2010,Embrace,"Embrace (The Violet Eden Chapters, #1)",eng,4.01,19343,22870,1929
6017,192892,192892,520581,61,61043583,9780061043580,Dorothy L. Sayers,1927,Unnatural Death,"Unnatural Death (Lord Peter Wimsey, #3)",eng,4.11,17742,18764,549
6018,92250,92250,576784,8,1559360615,9781559360620,Tony Kushner,1992,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Angels in America, Part One: Millennium Approaches",en-US,4.27,16814,16949,275
6019,1617875,1617875,701268,39,385341326,9780385341320,Dorothy Koomson,2006,My Best Friend's Girl,My Best Friend's Girl,,4.02,14811,17072,999
6020,330721,330721,679378,40,038077352X,9780380773530,Lisa Kleypas,1994,Dreaming of You ,"Dreaming of You (The Gamblers, #2)",en-US,4.22,24790,26389,1161
6021,8725,8725,77870,24,375758739,9780375758740,Ruth Reichl,2001,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng,4.02,16021,16748,936
6022,138134,138134,1701632,40,679601082,9780679601080,John Keats,1820,John Keats : The Complete Poems,The Complete Poems,eng,4.24,17101,17881,191
6023,129621,129621,1395013,42,671011332,9780671011340,Judith McNaught,1989,Almost Heaven,"Almost Heaven (Sequels, #3)",eng,4.33,19921,21414,657
6024,823411,823411,809209,30,143017861,9780143017870,Joseph Boyden,2005,Three Day Road,Three Day Road,eng,4.31,14563,16318,1384
6025,30005,30005,2193257,85,752852612,9780752852610,Dashiell Hammett,1929,Red Harvest,Red Harvest,eng,4,15636,18109,1022
6026,17860217,17860217,25003611,15,,,"J. Lynn, Jennifer L. Armentrout",2013,Trust in Me,"Trust in Me (Wait for You, #1.5)",eng,4.27,27675,28866,1990
6027,204041,204041,197435,26,1421502410,9781421502410,"Masashi Kishimoto, Frances Wall",2002,NARUTO -ナルト- 巻ノ十一 ,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng,4.5,15214,15408,110
6028,9509289,9509289,14395007,39,446583146,9780446583140,David Baldacci,2011,One Summer,One Summer,en-US,3.72,16767,18722,2542
6029,350684,350684,340933,57,1416530711,9781416530720,Judith McNaught,1985,"Whitney, My Love","Whitney, My Love (Westmoreland, #2)",eng,4.19,23290,24947,1543
6030,785454,785454,105288,31,802132219,9780802132220,Khushwant Singh,1956,Train to Pakistan,Train to Pakistan,en-US,3.85,12439,14099,847
6031,8407173,8407173,6560290,44,,9781742372620,Craig Silvey,2009,Jasper Jones,Jasper Jones,eng,4.06,12680,18235,2063
6032,1963638,1963638,1966734,40,1572245379,9781572245370,Michael A. Singer,2007,The Untethered Soul,The Untethered Soul: The Journey Beyond Yourself,,4.27,14688,17543,1600
6033,20893314,20893314,40236328,45,159448600X,9781594486000,Marlon James,2014,A Brief History of Seven Killings,A Brief History of Seven Killings,eng,3.86,13578,17119,2753
6034,6373717,6373717,6561348,16,525421556,9780525421560,Nina LaCour,2009,Hold Still,Hold Still,en-US,3.99,16238,17546,1440
6035,107772,107772,1913455,40,671702513,9780671702520,Julie Garwood,1991,The Prize,The Prize,eng,4.22,21157,22569,494
6036,13525938,13525938,19086644,31,1455507199,9781455507190,Jami Attenberg,2012,The Middlesteins,The Middlesteins,eng,3.42,15075,17436,2184
6037,18736925,18736925,26224121,68,067443000X,9780674430010,"Thomas Piketty, Arthur Goldhammer",2013,Le capital au XXIe siècle ,Capital in the Twenty-First Century,eng,4.01,13045,15081,1363
6038,202146,202146,22829,42,316159433,9780316159430,James D. Bradley,2003,Flyboys: A True Story of Courage,Flyboys: A True Story of Courage,,4.15,14011,14908,985
6039,782854,782854,768864,29,067122350X,9780671223500,"Kay Thompson, Hilary Knight",1955,Eloise,Eloise ,eng,4.2,19765,20379,440
