id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
5809,802135587,9780800000000,Jon Lee Anderson,1997,Che Guevara: A Revolutionary Life,Che Guevara: A Revolutionary Life,eng
5810,,9780060000000,Scott Westerfeld,2004,The Secret Hour,"The Secret Hour (Midnighters, #1)",eng
5811,1250012899,9781250000000,C.C. Hunter,2014,,"Chosen at Nightfall (Shadow Falls, #5)",en-CA
5812,7235801,9780010000000,Paulo Coelho,2000,Ser Como o Rio que Flui,Like the Flowing River ,eng
5813,159038783X,9781590000000,Brandon Mull,2007,The Candy Shop War,"The Candy Shop War (The Candy Shop War, #1)",
5814,553588184,9780550000000,Kelley Armstrong,2006,Broken,"Broken (Women of the Otherworld, #6)",eng
5815,738713708,9780740000000,Maggie Stiefvater,2008,"Lament: The Faerie Queen's Deception (Books of Faerie, #1) ","Lament: The Faerie Queen's Deception (Books of Faerie, #1)",eng
5816,140549056,9780140000000,"Verna Aardema, Leo Dillon, Diane Dillon",1975,Why Mosquitoes Buzz in People's Ears: A West African Tale,Why Mosquitoes Buzz in People's Ears,
5817,812993861,9780810000000,Sophie Kinsella,2014,"Shopaholic to the Stars (Shopaholic, #7)","Shopaholic to the Stars (Shopaholic, #7)",eng
5818,399154345,9780400000000,Nora Roberts,2007,High Noon,High Noon,eng
5819,1471110672,9781470000000,Tom Rob Smith,2014,The Farm,The Farm,eng
5820,1608463869,9781610000000,Rebecca Solnit,2014,Men Explain Things to Me,Men Explain Things to Me,eng
5821,,2940020000000,Kristen Proby,2013,Rock With Me,"Rock with Me (With Me in Seattle, #4)",eng
5822,316044776,9780320000000,"Carlos Ruiz Zafón, Lucia Graves",1986,El príncipe de la niebla,"The Prince of Mist (Niebla, #1)",eng
5823,930452895,9780930000000,Alfred Uhry,1986,Driving Miss Daisy,Driving Miss Daisy,eng
5824,,,Meredith Wild,2013,,"Hardpressed (Hacker, #2)",eng
5825,749934174,9780750000000,J.D. Robb,1999,Conspiracy in Death,"Conspiracy in Death (In Death, #8)",eng
5826,375422714,9780380000000,Alexander McCall Smith,2004,In the Company of Cheerful Ladies,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",eng
5827,60885459,9780060000000,"Laura Ingalls Wilder, Garth Williams",1953,The First Four Years,"The First Four Years  (Little House, #9)",eng
5828,1848764561,9781850000000,R.D. Ronald,2010,,The Elephant Tree,eng
5829,743294378,9780740000000,Kathy Reichs,2007,Bones to Ashes,"Bones to Ashes (Temperance Brennan, #10)",eng
5830,,,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857,Grimms Märchen,Grimm's Fairy Tales,eng
5831,,9780550000000,"Allan Pease, Barbara Pease",2004,The Definitive Book of Body Language,The Definitive Book of Body Language,eng
5832,,,Tammara Webber,2011,Between the Lines,"Between the Lines (Between the Lines, #1)",eng
5833,316881791,9780320000000,Farley Mowat,1963,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng
5834,031612852X,9780320000000,"James Patterson, Michael Ledwidge",2010,Tick Tock,"Tick Tock (Michael Bennett, #4)",eng
5835,184724954X,9781850000000,Michelle Moran,2009,Cleopatra's Daughter,Cleopatra's Daughter,eng
5836,684859734,9780680000000,Kathy Reichs,2002,Grave Secrets,"Grave Secrets (Temperance Brennan, #5)",en-US
5837,345548485,9780350000000,Kevin Hearne,2014,Shattered,"Shattered (The Iron Druid Chronicles, #7)",eng
5838,765316986,9780770000000,John Scalzi,2008,Zoe's Tale,"Zoe's Tale (Old Man's War, #4)",eng
5839,1416543791,9781420000000,Brad Thor,2007,The First Commandment,"The First Commandment (Scot Harvath, #6)",eng
5840,7144350,9780010000000,"Oscar Wilde, Merlin Holland",1908,Collected Works,Complete Works of Oscar Wilde,eng
5841,,9780940000000,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995,"The New Best Recipe: All-New Edition with 1,000 Recipes",The New Best Recipe,
5842,399171622,9780400000000,Renee Ahdieh,2016,The Rose & the Dagger,"The Rose & the Dagger (The Wrath & the Dawn, #2)",eng
5843,553418297,9780550000000,Peter Clines,2015,The Fold,The Fold,eng
5844,1250022088,9781250000000,Louise Penny,2015,The Nature of the Beast,The Nature of the Beast (Chief Inspector Armand Gamache #11),eng
5845,60520620,9780060000000,Laura C. Schlessinger,2003,The Proper Care and Feeding of Husbands,The Proper Care and Feeding of Husbands,
5846,1595542884,9781600000000,Ted Dekker,2009,Green,"Green: The Beginning and the End (The Circle, #0)",eng
5847,,9789790000000,Yana Toboso,2007,黒執事 III [Kuroshitsuji III],"Black Butler, Vol. 3 (Black Butler, #3)",ind
5848,031624371X,9780320000000,Michael J. Sullivan,2013,The Crown Tower,"The Crown Tower (The Riyria Chronicles, #1)",eng
5849,1401229697,9781400000000,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",2011,Daytripper,Daytripper,eng
5850,,,Cherise Sinclair,2009,"Club Shadowlands (Masters of the Shadowlands, #1)","Club Shadowlands (Masters of the Shadowlands, #1)",eng
5851,307266761,9780310000000,"Orhan Pamuk, Maureen Freely",2008,Masumiyet Müzesi,The Museum of Innocence,eng
5852,399184511,9780400000000,Brit Bennett,2016,The Mothers,The Mothers,eng
5853,385031149,9780390000000,"Johann Wolfgang von Goethe, Walter Kaufmann",1832, Faust. Der Tragödie erster und zweiter Teil ,Faust,eng
5854,62273264,9780060000000,Cora Carmack,2013,Faking It,"Faking It (Losing It, #2)",eng
5855,439545285,9780440000000,Jenny Nimmo,2005,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, # 4)","Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",
5856,,,Shelly Crane,2011,Accordance,"Accordance (Significance, #2)",eng
5857,399256121,9780400000000,Andrea Cremer,2012,Bloodrose,Bloodrose (Nightshade #3; Nightshade World #6),eng
5858,425205959,9780430000000,Agatha Christie,1936,Cards on the Table,"Cards on the Table (Hercule Poirot, #15)",eng
5859,1442449616,9781440000000,Rachel Renée Russell,2012,Tales From a Not-So-Smart Miss Know-it-all,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",eng
5860,038070952X,9780380000000,Beverly Cleary,1980,Ramona and Her Mother,"Ramona and Her Mother (Ramona, #5)",eng
5861,7119356,9780010000000,Agatha Christie,1938,Appointment with Death,"Appointment with Death (Hercule Poirot, #19)",eng
5862,60734574,9780060000000,Susan Elizabeth Phillips,2004,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US
5863,679721886,9780680000000,Maxine Hong Kingston,1975,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,The Woman Warrior,en-US
5864,307111547,9780310000000,"Masha, Marie Simchow Stern",1942,The Three Little Kittens (A First Little Golden Book),Three Little Kittens,eng
5865,872861554,9780870000000,Charles Bukowski,1978,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness",Tales of Ordinary Madness,eng
5866,,,Samantha Young,2014,,"Before Jamaica Lane (On Dublin Street, #3)",eng
5867,345453751,9780350000000,Terry Brooks,1979,The Sword of Shannara Trilogy,"The Sword of Shannara Trilogy (Shannara, #1-3)",
5868,1476776881,9781480000000,Taylor Jenkins Reid,2015,Maybe In Another Life,Maybe in Another Life,
5869,1451697244,9781450000000,Glennon Doyle Melton,2013," Carry On, Warrior: Thoughts on Life Unarmed ","Carry On, Warrior: Thoughts on Life Unarmed",eng
5870,9626344245,9789630000000,"Arthur Conan Doyle, David Timson",1914,The Valley of Fear,The Valley of Fear,eng
5871,515144665,9780520000000,Nora Roberts,2008,The Pagan Stone,"The Pagan Stone (Sign of Seven, #3)",en-US
5872,142196584,9780140000000,Charles Dickens,,,A Tale of Two Cities / Great Expectations,en-US
5873,671792806,9780670000000,Stephen R. Covey,1991,Principle Centered Leadership,Principle-Centered Leadership,en-US
5874,741444569,9780740000000,Larry Correia,2009,Monster Hunter International,"Monster Hunter International (Monster Hunter International, #1)",eng
5875,62026542,9780060000000,Rae Carson,2013,The Bitter Kingdom,"The Bitter Kingdom (Fire and Thorns, #3)",eng
5876,141004924,9780140000000,Tom Clancy,2003,The Teeth of the Tiger,"The Teeth of the Tiger (Jack Ryan Universe, #12)",eng
5877,034541957X,9780350000000,Anne McCaffrey,1983,Moreta: Dragonlady Of Pern,"Moreta: Dragonlady of Pern (Pern, #7)",eng
5878,307960382,9780310000000,Diane Muldrow,1992,Frosty the Snowman (Little Golden Book),Frosty the Snowman (Frosty the Snowman),
5879,1563894904,9781560000000,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999,Preacher: War in the Sun,"Preacher, Volume 6: War in the Sun",eng
5880,60841826,9780060000000,Megan Whalen Turner,2000,The Queen of Attolia,"The Queen of Attolia (The Queen's Thief, #2)",
5881,816638624,9780820000000,Christopher Isherwood,1964,A Single Man,A Single Man,eng
5882,1455502758,9781460000000,Christopher Hitchens,2012,Mortality,Mortality,eng
5883,439672465,9780440000000,Chris d'Lacey,2003,Icefire,"Icefire (The Last Dragon Chronicles, #2)",eng
5884,,,Neil Gaiman,2017,Norse Mythology,Norse Mythology,eng
5885,684848015,9780680000000,Stephen E. Ambrose,1997,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,
5886,671737821,9780670000000,Julie Garwood,1987,Honor's Splendour,Honor's Splendour,eng
5887,316175560,9780320000000,Kody Keplinger,2011,Shut Out,Shut Out,en-US
5888,,,A. Meredith Walters,2012,,"Bad Rep (Bad Rep, #1)",en-GB
5889,786286806,9780790000000,Nora Roberts,2006,Valley of Silence,"Valley of Silence (Circle Trilogy, #3)",en-GB
5890,440421241,9780440000000,Jeanne DuPrau,2006,The Prophet of Yonwood,"The Prophet of Yonwood (Book of Ember, #3)",en-US
5891,178089015X,9781780000000,James Patterson,2014,Hope to Die,"Hope to Die (Alex Cross, #22)",eng
5892,1439159661,9781440000000,"Kresley Cole, Gena Showalter",2009,Deep Kiss Of Winter ,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",en-US
5893,1416963987,9781420000000,"Holly Black, Eliza Wheeler",2013,Doll Bones,Doll Bones,eng
5894,399158022,9780400000000,Patricia Cornwell,2011,Red Mist,"Red Mist (Kay Scarpetta, #19)",eng
5895,385344015,9780390000000,Alan Bradley,2011,I Am Half-Sick of Shadows ,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",en-US
5896,,,Kristen Ashley,2011,Wild Man,"Wild Man (Dream Man, #2)",en-GB
5897,62351427,9780060000000,"Joseph Fink, Jeffrey Cranor",2015,Welcome to Night Vale,Welcome to Night Vale,eng
5898,073642198X,9780740000000,"Michael Teitelbaum, Walt Disney Company",1986,,Sleeping Beauty: a Little Golden Book (Disney Princess),eng
5899,380815583,9780380000000,Julia Quinn,2001,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US
5900,62327186,9780060000000,Julie   Murphy,2015,Dumplin',"Dumplin' (Dumplin', #1)",eng
5901,356502422,9780360000000,Ann Leckie,2015,Ancillary Mercy,Ancillary Mercy (Imperial Radch #3),eng
5902,373775814,9780370000000,Gena Showalter,2011,The Darkest Surrender,The Darkest Surrender  (Lords of the Underworld #8),eng
5903,042518160X,9780430000000,Stephen King,1981,Danse Macabre,Danse Macabre,eng
5904,,2940010000000,Gina L. Maxwell,2012,Seducing Cinderella,"Seducing Cinderella (Fighting for Love, #1)",eng
5905,1400075718,9781400000000,Alexander McCall Smith,2006,Blue Shoes and Happiness ,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",eng
5906,1860499260,9781860000000,"Eve Ensler, Gloria Steinem",1996,The Vagina Monologues,The Vagina Monologues,
5907,375761144,9780380000000,Charles Dickens,1865,Our Mutual Friend,Our Mutual Friend,eng
5908,316926051,9780320000000,Evelyn Waugh,1934,A Handful of Dust,A Handful of Dust,en-US
5909,842335722,9780840000000,Francine Rivers,1999,Leota's Garden,Leota's Garden,eng
5910,385524986,9780390000000,Barbara Delinsky,2009,Not My Daughter,Not My Daughter,
5911,312990960,9780310000000,Paul Auster,2002,The Book of Illusions,The Book of Illusions,eng
5912,440242177,9780440000000,Karen Marie Moning,1999,To Tame a Highland Warrior,"To Tame a Highland Warrior (Highlander, #2)",eng
5913,316058254,9780320000000,Wendy Mass,2005,A Mango-Shaped Space,A Mango-Shaped Space,eng
5914,752849522,9780750000000,Maeve Binchy,2002,Quentins,Quentins,
5915,037576013X,9780380000000,"George Eliot, Edmund White",1876,Daniel Deronda,Daniel Deronda,eng
5916,316375144,9780320000000,Elin Hilderbrand,2016,,Here's to Us,eng
5917,373774524,9780370000000,Susan Mallery,2010,Chasing Perfect,"Chasing Perfect (Fool's Gold, #1)",eng
5918,1401360238,9781400000000,Plum Sykes,2006,The Debutante Divorcée,The Debutante Divorcee,en-US
5919,310919797,9780310000000,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,,Life Application Study Bible: NIV,eng
5920,446580287,9780450000000,"Douglas Preston, Lincoln Child",2007,"The Wheel of Darkness (Pendergast, #8)","The Wheel of Darkness (Pendergast, #8)",en-US
5921,1101886692,9781100000000,Sylvain Neuvel,2016,Sleeping Giants,"Sleeping Giants (Themis Files, #1)",eng
5922,1609074602,9781610000000,Julianne Donaldson,2013,Blackmoore,Blackmoore,eng
5923,140120113X,9781400000000,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights,The Sandman: Endless Nights,eng
5924,99435136,9780100000000,Olivia Goldsmith,1992,The First Wives Club,The First Wives Club,eng
5925,755308441,9780760000000,Maggie O'Farrell,2006,The Vanishing Act of Esme Lennox,The Vanishing Act of Esme Lennox,eng
5926,1594482306,9781590000000,Sarah Waters,2006,The Night Watch,The Night Watch,en-US
5927,1250034515,9781250000000,Jeffrey Archer,2015,Mightier Than the Sword,"Mightier Than the Sword (The Clifton Chronicles, #5)",eng
5928,99460173,9780100000000,Anne Rice,2003,Blood Canticle,"Blood Canticle (The Vampire Chronicles, #10)",en-GB
5929,307262995,9780310000000,Carl Hiaasen,2006,Nature Girl,Nature Girl,eng
5930,671743058,9780670000000,Robert McCammon,1991,Boy's Life,Boy's Life,eng
5931,375759018,9780380000000,"George Eliot, Joanna Trollope, Hugh Osborne",1859,Adam Bede,Adam Bede,
5932,038548951X,9780390000000,Chitra Banerjee Divakaruni,1997,Sister of My Heart,Sister of My Heart,eng
5933,312427808,9780310000000,"Yōko Ogawa, Stephen Snyder",2003,博士の愛した数式 ,The Housekeeper and the Professor,eng
5934,044900063X,9780450000000,Sue Grafton,1991,H is for Homicide,"H is for Homicide (Kinsey Millhone, #8)",eng
5935,1596911050,9781600000000,Douglas Coupland,2006,JPod,JPod,en-US
5936,553584480,9780550000000,Dean Koontz,2003,The Face,The Face,eng
5937,1594201927,9781590000000,Niall Ferguson,2007,The Ascent of Money: A Financial History of the World,The Ascent of Money: A Financial History of the World,en-US
5938,804140413,9780800000000,Jim Gaffigan,2014,Food: A Love Story,Food: A Love Story,eng
5939,670012092,9780670000000,Laurie Halse Anderson,2014,The Impossible Knife of Memory,The Impossible Knife of Memory,eng
5940,195087453,9780200000000,"Dante Alighieri, Robert M. Durling",1320,Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita
5941,446564087,9780450000000,David Baldacci,2010,Deliver Us From Evil,"Deliver Us from Evil (A. Shaw, #2)",en-US
5942,525952365,9780530000000,Jonathan Tropper,2009,One Last Thing Before I Go,One Last Thing Before I Go,
5943,1423116186,9781420000000,"Julie Anne Peters, C.J. Bott",2009,"By The Time You Read This, I'll Be Dead","By the Time You Read This, I'll Be Dead",
5944,1451617526,9781450000000,Denise Kiernan,2013,,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,eng
5945,739317148,9780740000000,"Dean Koontz, Ed Gorman, John Bedford Lloyd",2005,Dean Koontz's Frankenstein: City of Night ,"City of Night (Dean Koontz's Frankenstein, #2)",
5946,1416914234,9781420000000,D.J. MacHale,2005,The Quillan Games,"The Quillan Games (Pendragon, #7)",eng
5947,812966929,9780810000000,David Mitchell,2001,number9dream,number9dream,
5948,60987324,9780060000000,Douglas Coupland,1998,Girlfriend in a Coma,Girlfriend in a Coma,eng
5949,613096487,9780610000000,Stephen King,1996,"The Green Mile, Part 1: The Two Dead Girls","The Green Mile, Part 1: The Two Dead Girls",eng
5950,385722435,9780390000000,Mark Dunn,2001,Ella Minnow Pea: A Novel in Letters,Ella Minnow Pea: A Novel in Letters,eng
5951,765310082,9780770000000,Steven Erikson,2008,Toll the Hounds,"Toll the Hounds (The Malazan Book of the Fallen, #8)",en-US
5952,593057775,9780590000000,Tess Gerritsen,2007,The Bone Garden,The Bone Garden ,eng
5953,979962570X,9789800000000,Dee Lestari,2001,"Supernova: Ksatria, Puteri, dan Bintang Jatuh","Supernova: Ksatria, Puteri, dan Bintang Jatuh",ind
5954,62363239,9780060000000,Paul Tremblay,2015,A Head Full of Ghosts,A Head Full of Ghosts,eng
5955,385348614,9780390000000,Gretchen Rubin,2015,Better Than Before: Mastering the Habits of Our Everyday Lives,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB
5956,756409608,9780760000000,Ben Aaronovitch,2013,Broken Homes,"Broken Homes (Peter Grant, #4)",eng
5957,553563734,9780550000000,Raymond E. Feist,1992,The King's Buccaneer,"The King's Buccaneer (Krondor's Sons, #2)",en-US
5958,62105620,9780060000000,"Isabel Allende, Anne McLean",2011,El cuaderno de Maya,Maya's Notebook,eng
5959,60760885,9780060000000,Rita Williams-Garcia,2010,One Crazy Summer,"One Crazy Summer (Gaither Sisters, #1)",eng
5960,61931411,9780060000000,Robin Hobb,2010,Dragon Haven,"Dragon Haven (Rain Wild Chronicles, #2)",en-US
5961,140690483X,9781410000000,P.G. Wodehouse,1934,"Right Ho, Jeeves","Right Ho, Jeeves (Jeeves, #6)",eng
5962,316113670,9780320000000,"Pseudonymous Bosch, Gilbert Ford",2008,"If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US
5963,60744545,9780060000000,Erin Hunter,2005,Moonrise,"Moonrise (Warriors: The New Prophecy, #2)",en-US
5964,1590388127,9781590000000,Jason F. Wright,2007,The Wednesday Letters,The Wednesday Letters,en-US
5965,1595142525,9781600000000,"Lili St. Crow, Lilith Saintcrow",2009,Betrayals,"Betrayals (Strange Angels, #2)",en-US
5966,316014508,9780320000000,"James Patterson, Howard Roughan",2007,You've Been Warned,You've Been Warned,eng
5967,439372941,9780440000000,"Blue Balliett, Brett Helquist",2004,Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US
5968,031021923X,9780310000000,Philip Yancey,1995,The Jesus I Never Knew,The Jesus I Never Knew,en-US
5969,743454162,9780740000000,Greg Iles,2005,Turning Angel,Turning Angel,eng
5970,,,Alice Clayton,2010,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng
5971,545175305,9780550000000,"Dav Pilkey, George Beard, Harold Hutchins",2010,,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US
5972,689823827,9780690000000,"Robert Louis Stevenson, Tasha Tudor",1885,A Child's Garden of Verses,A Child's Garden of Verses,eng
5973,330339184,9780330000000,Bret Easton Ellis,1994,The Informers,The Informers,en-GB
5974,62351206,9780060000000,Kiera Cass,2014,The Queen,"The Queen (The Selection, #0.4)",eng
5975,61784788,9780060000000,James Rollins,2010,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng
5976,1607062542,9781610000000,"Robert Kirkman, Charlie Adlard",2010,The Walking Dead Volume 12,"The Walking Dead, Vol. 12: Life Among Them",eng
5977,307700313,9780310000000,Jane Smiley,2014,Some Luck,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng
5978,826412769,9780830000000,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968,Pedagogia do Oprimido,Pedagogy of the Oppressed,eng
5979,1594746370,9781590000000,Ian Doescher,2013,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng
5980,1401204589,9781400000000,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,Identity Crisis,Identity Crisis,eng
5981,375870415,9780380000000,Sarah Rees Brennan,2012,Unspoken,"Unspoken (The Lynburn Legacy, #1)",eng
5982,2290032042,9782290000000,"Arthur C. Clarke, Gentry Lee",1989,Rama II,"Rama II (Rama, #2)",fre
5983,186046095X,9781860000000,José Saramago,1991,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng
5984,316123080,9780320000000,"Lemony Snicket, Seth",2012,"""Who Could That Be at This Hour?""","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US
5985,61797057,9780060000000,Kelley Armstrong,2012,The Calling,"The Calling (Darkness Rising, #2)",eng
5986,159582748X,9781600000000,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011,Avatar The Last Airbender: The Lost Adventures,Avatar: The Last Airbender: The Lost Adventures,en-US
5987,,,Catherine McKenzie,2013,Hidden,Hidden,eng
5988,1416916172,9781420000000,Margaret Sidney,1881,Five Little Peppers and How They Grew,Five Little Peppers and How They Grew,eng
5989,1599903229,9781600000000,Jessica Day George,2009,Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng
5990,,9789770000000,"Radwa Ashour, رضوى عاشور",2010,الطنطورية ,الطنطورية,ara
5991,140505393,9780140000000,Barbara Cooney,1981,Miss Rumphius,Miss Rumphius,eng
5992,20306652,9780020000000,Jim Bouton,1970,Ball Four,Ball Four,eng
5993,140120256X,9781400000000,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng
5994,9580469717,9789580000000,Carlos Fuentes,1962,Aura,Aura,eng
5995,006074104X,9780060000000,Harriet Lerner,1985,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US
5996,393325350,9780390000000,Burton G. Malkiel,1973,,A Random Walk Down Wall Street,eng
5997,1439178232,9781440000000,Jennifer Echols,2010,Forget You,Forget You,eng
5998,098870742X,9780990000000,Kelly Elliott,2012,,"Wanted (Wanted, #1)",en-US
5999,330247042,9780330000000,William Goldman,1974,Marathon Man,Marathon Man,eng
6000,1607515423,9781610000000,Julie Klassen,2008,The Apothecary's Daughter,The Apothecary's Daughter,eng
6001,,,Michelle A. Valentine,2012,Rock the Heart,"Rock the Heart (Black Falcon, #1)",eng
6002,345313151,9780350000000,Piers Anthony,1984,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US
6003,698113578,9780700000000,"Claire Huchet Bishop, Kurt Wiese",1938,The Five Chinese Brothers,The Five Chinese Brothers,eng
6004,615417175,9780620000000,Jamie McGuire,2010,Providence,"Providence (Providence, #1)",eng
6005,345418506,9780350000000,Piers Anthony,1979,"The Source of Magic (Xanth, #2)","The Source of Magic (Xanth, #2)",
6006,64440583,9780060000000,Arnold Lobel,1979,Days with Frog and Toad,"Days with Frog and Toad (Frog and Toad, #4)",eng
6007,679747192,9780680000000,Cormac McCarthy,1996,Cities of the Plain ,"Cities of the Plain (The Border Trilogy, #3)",
6008,,,C.S. Pacat,2015,Captive Prince,"Captive Prince (Captive Prince, #1)",eng
6009,006083577X,9780060000000,Megan Whalen Turner,2006,The King of Attolia,"The King of Attolia (The Queen's Thief, #3)",eng
6010,786854448,9780790000000,"Ridley Pearson, David Frankland",2004,The Kingdom Keepers,"Disney after Dark (Kingdom Keepers, #1)",
6011,393320928,9780390000000,Richard Feynman,1988,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng
6012,241141826,9780240000000,Paul Murray,2010,Skippy Dies,Skippy Dies,eng
6013,671721720,9780670000000,David Weber,1993,The Honor of the Queen,"The Honor of the Queen (Honor Harrington, #2)",
6014,671729462,9780670000000,V.C. Andrews,1982,My Sweet Audrina,"My Sweet Audrina (Audrina, #1)",
6015,,,A.G. Riddle,2014,The Atlantis World,"The Atlantis World (The Origin Mystery, #3)",eng
6016,,9780730000000,Jessica Shirvington,2010,Embrace,"Embrace (The Violet Eden Chapters, #1)",eng
6017,61043583,9780060000000,Dorothy L. Sayers,1927,Unnatural Death,"Unnatural Death (Lord Peter Wimsey, #3)",eng
6018,1559360615,9781560000000,Tony Kushner,1992,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Angels in America, Part One: Millennium Approaches",en-US
6019,385341326,9780390000000,Dorothy Koomson,2006,My Best Friend's Girl,My Best Friend's Girl,
6020,038077352X,9780380000000,Lisa Kleypas,1994,Dreaming of You ,"Dreaming of You (The Gamblers, #2)",en-US
6021,375758739,9780380000000,Ruth Reichl,2001,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng
6022,679601082,9780680000000,John Keats,1820,John Keats : The Complete Poems,The Complete Poems,eng
6023,671011332,9780670000000,Judith McNaught,1989,Almost Heaven,"Almost Heaven (Sequels, #3)",eng
6024,143017861,9780140000000,Joseph Boyden,2005,Three Day Road,Three Day Road,eng
6025,752852612,9780750000000,Dashiell Hammett,1929,Red Harvest,Red Harvest,eng
6026,,,"J. Lynn, Jennifer L. Armentrout",2013,Trust in Me,"Trust in Me (Wait for You, #1.5)",eng
6027,1421502410,9781420000000,"Masashi Kishimoto, Frances Wall",2002,NARUTO -ナルト- 巻ノ十一 ,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng
6028,446583146,9780450000000,David Baldacci,2011,One Summer,One Summer,en-US
6029,1416530711,9781420000000,Judith McNaught,1985,"Whitney, My Love","Whitney, My Love (Westmoreland, #2)",eng
6030,802132219,9780800000000,Khushwant Singh,1956,Train to Pakistan,Train to Pakistan,en-US
6031,,9781740000000,Craig Silvey,2009,Jasper Jones,Jasper Jones,eng
6032,1572245379,9781570000000,Michael A. Singer,2007,The Untethered Soul,The Untethered Soul: The Journey Beyond Yourself,
6033,159448600X,9781590000000,Marlon James,2014,A Brief History of Seven Killings,A Brief History of Seven Killings,eng
6034,525421556,9780530000000,Nina LaCour,2009,Hold Still,Hold Still,en-US
6035,671702513,9780670000000,Julie Garwood,1991,The Prize,The Prize,eng
6036,1455507199,9781460000000,Jami Attenberg,2012,The Middlesteins,The Middlesteins,eng
6037,067443000X,9780670000000,"Thomas Piketty, Arthur Goldhammer",2013,Le capital au XXIe siècle ,Capital in the Twenty-First Century,eng
6038,316159433,9780320000000,James D. Bradley,2003,Flyboys: A True Story of Courage,Flyboys: A True Story of Courage,
6039,067122350X,9780670000000,"Kay Thompson, Hilary Knight",1955,Eloise,Eloise ,eng
6040,857532014,9780860000000,Jonathan Stroud,2013,The Screaming Staircase,"The Screaming Staircase (Lockwood & Co., #1)",eng
6041,804138818,9780800000000,Herman Koch,2011,Zomerhuis met zwembad,Summer House with Swimming Pool,eng
6042,375724672,9780380000000,Peter Carey,2000,True History of the Kelly Gang,True History of the Kelly Gang,en-US
